type,date,value,unit,position
BONE_PERCENT,"2024-07-16 12:24:48",5,
WATER_PERCENT,"2024-07-16 12:24:48",62,
FAT_PERCENT,"2024-05-27 01:52:52",9,
FAT_FREE_MASS,"2024-05-27 01:52:52",63,
"Fat Free Percent","2024-05-27 01:52:52",91,
MUSCLE_PERCENT,"2024-05-27 01:52:52",87,
BONE_PERCENT,"2024-05-27 01:52:52",5,
WATER_PERCENT,"2024-05-27 01:52:52",64,
FAT_PERCENT,"2024-05-02 07:28:54",9,
FAT_FREE_MASS,"2024-05-02 07:28:54",61,
"Fat Free Percent","2024-05-02 07:28:54",91,
MUSCLE_PERCENT,"2024-05-02 07:28:54",86,
BONE_PERCENT,"2024-05-02 07:28:54",5,
WATER_PERCENT,"2024-05-02 07:28:54",62,
FAT_PERCENT,"2024-04-24 01:18:08",9,
FAT_FREE_MASS,"2024-04-24 01:18:08",62,
"Fat Free Percent","2024-04-24 01:18:08",91,
MUSCLE_PERCENT,"2024-04-24 01:18:08",87,
BONE_PERCENT,"2024-04-24 01:18:08",5,
WATER_PERCENT,"2024-04-24 01:18:08",64,
FAT_PERCENT,"2024-03-26 08:58:41",9,
FAT_FREE_MASS,"2024-03-26 08:58:41",61,
"Fat Free Percent","2024-03-26 08:58:41",91,
MUSCLE_PERCENT,"2024-03-26 08:58:41",86,
BONE_PERCENT,"2024-03-26 08:58:41",5,
WATER_PERCENT,"2024-03-26 08:58:41",63,
FAT_PERCENT,"2024-02-22 03:56:20",9,
FAT_FREE_MASS,"2024-02-22 03:56:20",61,
"Fat Free Percent","2024-02-22 03:56:20",91,
MUSCLE_PERCENT,"2024-02-22 03:56:20",87,
BONE_PERCENT,"2024-02-22 03:56:20",5,
WATER_PERCENT,"2024-02-22 03:56:20",63,
FAT_PERCENT,"2024-01-23 19:23:15",8,
FAT_FREE_MASS,"2024-01-23 19:23:15",61,
"Fat Free Percent","2024-01-23 19:23:15",92,
MUSCLE_PERCENT,"2024-01-23 19:23:15",87,
BONE_PERCENT,"2024-01-23 19:23:15",5,
WATER_PERCENT,"2024-01-23 19:23:15",64,
