mac,serial,latitude,longitude,battery_level,last_used_date,manual_geoloc,timezone,association_date
00:24:e4:ec:3e:bc,SN-00:24:e4:ec:3e:bc,47.958162099999996,7.8949218,35,1771833754,1,Europe/Berlin,2022-08-17T10:53:09+02:00
